###wordnet_hockey_team_108080386
Dinamo_Riga_(original)	isAffiliatedTo	Dinamo_Riga
Sierra_Leone	dealsWith	South_Africa
Maldives	dealsWith	Thailand
Togo	dealsWith	United_Kingdom
Finland	hasNeighbor	Sweden
Libya	hasNeighbor	Algeria
Colombia	hasNeighbor	Cabeça_do_Cachorro
Iran	dealsWith	Turkey
China	hasNeighbor	Nepal
Kosovo	dealsWith	Turkey
Sierra_Leone	dealsWith	India
Montenegro	hasNeighbor	Croatia
Hungary	hasNeighbor	Romania
Bangladesh	dealsWith	India
Laos	dealsWith	Vietnam
Burkina_Faso	hasNeighbor	Mali
Belize	dealsWith	China
Malaysia	dealsWith	United_States
Botswana	hasNeighbor	South_Africa
Burkina_Faso	hasNeighbor	Ivory_Coast
Afghanistan	hasNeighbor	Pakistan
Sweden	dealsWith	China
Qatar	dealsWith	Japan
Portugal	dealsWith	Germany
Pakistan	dealsWith	United_States
Sweden	dealsWith	Denmark
Ivory_Coast	dealsWith	Nigeria
Kingdom_of_Bavaria	isLocatedIn	Confederation_of_the_Rhine
Rwanda	hasNeighbor	Tanzania
Taiwan	participatedIn	South_Yemen
Estonia	dealsWith	China
Kazakhstan	dealsWith	France
Romania	hasNeighbor	Czechoslovakia
Japan	dealsWith	United_States
Serbia	hasNeighbor	Romania
Sweden	dealsWith	Netherlands
Zambia	dealsWith	Kuwait
Georgia_(country)	dealsWith	Germany
Romania	hasNeighbor	Hungary
El_Salvador	dealsWith	Honduras
Niger	dealsWith	United_States
Guyana	dealsWith	Cuba
Uzbekistan	hasNeighbor	Kyrgyzstan
Burkina_Faso	hasNeighbor	Niger
Djibouti	hasNeighbor	Ethiopia
China	dealsWith	Australia
Collectivity_of_Saint_Martin	hasNeighbor	Spain
Canada	dealsWith	United_States
Guinea-Bissau	dealsWith	Senegal
Costa_Rica	dealsWith	United_Kingdom
El_Salvador	dealsWith	United_States
Albania	dealsWith	Germany
Kazakhstan	dealsWith	Canada
El_Salvador	hasNeighbor	Honduras
Duchy_of_Styria	isLocatedIn	Holy_Roman_Empire
Cabeça_do_Cachorro	hasNeighbor	Suriname
Slovenia	hasNeighbor	Italy
Georgia_(country)	dealsWith	Canada
Morocco	dealsWith	Saudi_Arabia
Pakistan	dealsWith	Afghanistan
Central_African_Republic	dealsWith	South_Korea
Indonesia	dealsWith	United_States
Belarus	dealsWith	Russia
India	hasNeighbor	Pakistan
China	hasNeighbor	Tajikistan
Morocco	dealsWith	China
Ecuador	dealsWith	Spain
Malta	dealsWith	France
Vojvodina	isLocatedIn	Serbia
Vietnam	hasNeighbor	China
Norway	dealsWith	Germany
Maldives	dealsWith	United_Arab_Emirates
China	hasNeighbor	Vietnam
Kosovo	dealsWith	Albania
Afghanistan	dealsWith	Pakistan
Madagascar	dealsWith	France
Panama	dealsWith	Costa_Rica
Republic_of_the_Congo	hasNeighbor	Angola
Suriname	dealsWith	United_Arab_Emirates
Jordan	dealsWith	Italy
Romania	hasNeighbor	Bulgaria
Morocco	dealsWith	India
Slovakia	dealsWith	United_Kingdom
Suriname	dealsWith	Netherlands
Venezuela	hasNeighbor	Cabeça_do_Cachorro
Iraq	dealsWith	Syria
Poland	hasNeighbor	Germany
Djibouti	dealsWith	China
Peru	dealsWith	China
Nigeria	dealsWith	Spain
Russia	hasNeighbor	Azerbaijan
Papua_New_Guinea	dealsWith	Malaysia
Venezuela	dealsWith	Spain
Germany	dealsWith	United_Kingdom
North_Korea	hasNeighbor	China
Qatar	hasNeighbor	Saudi_Arabia
Venezuela	dealsWith	United_States
North_Korea	dealsWith	South_Korea
Turkey	hasNeighbor	Georgia_(country)
The_Bahamas	dealsWith	India
Mali	hasNeighbor	Algeria
Democratic_Republic_of_the_Congo	dealsWith	France
Algeria	hasNeighbor	Niger
Wales	dealsWith	United_Arab_Emirates
West_Germany	participatedIn	South_Yemen
Colombia	hasNeighbor	Panama
Sudan	hasNeighbor	Uganda
Mozambique	dealsWith	Belgium
Eritrea	dealsWith	Brazil
Republic_of_the_Congo	dealsWith	China
Jordan	dealsWith	Turkey
Sri_Lanka	dealsWith	Iran
South_Africa	dealsWith	Saudi_Arabia
Germany	hasNeighbor	Collectivity_of_Saint_Martin
Greenland	dealsWith	Sweden
Lebanon	dealsWith	Saudi_Arabia
Niger	dealsWith	China
Moldova	dealsWith	Turkey
Cuba	hasNeighbor	United_States
Republic_of_the_Congo	dealsWith	Australia
Benin	hasNeighbor	Niger
United_States	hasNeighbor	Cuba
Republic_of_Macedonia	dealsWith	Serbia
Poland	hasNeighbor	Belarus
Cambodia	dealsWith	United_States
Singapore	dealsWith	South_Korea
Burkina_Faso	dealsWith	France
Cambodia	hasNeighbor	Thailand
Cameroon	dealsWith	Belgium
Indonesia	dealsWith	Japan
Armenia	dealsWith	China
Vietnam	dealsWith	United_States
Panama	dealsWith	Netherlands
Kingdom_of_the_Netherlands	hasNeighbor	Germany
Mauritius	dealsWith	Madagascar
Tajikistan	dealsWith	Turkey
Austria	dealsWith	Italy
Madagascar	dealsWith	China
Uzbekistan	dealsWith	Kyrgyzstan
Cuba	dealsWith	Brazil
Puerto_Rico	dealsWith	United_States
Republic_of_Ireland	dealsWith	United_Kingdom
Serbia	dealsWith	Germany
Liberia	hasNeighbor	Ivory_Coast
Ivory_Coast	hasNeighbor	Burkina_Faso
Czech_Republic	hasNeighbor	Germany
Syria	dealsWith	Iran
Benin	dealsWith	United_States
Comoros	dealsWith	France
South_Korea	dealsWith	Australia
Ivory_Coast	hasNeighbor	Ghana
Uzbekistan	dealsWith	Turkey
Libya	hasNeighbor	Tunisia
Slovakia	dealsWith	Russia
Ukraine	hasNeighbor	Russia
Rwanda	dealsWith	Tanzania
Hungary	dealsWith	Austria
Oman	dealsWith	Japan
Hungary	dealsWith	Romania
Russia	hasNeighbor	Kazakhstan
Bolivia	dealsWith	Peru
Tunisia	dealsWith	Italy
Ethiopia	dealsWith	India
Philippines	dealsWith	Singapore
Somalia	dealsWith	Oman
Soviet_Union	participatedIn	South_Yemen
Philippines	dealsWith	Thailand
Switzerland	dealsWith	United_States
Angola	dealsWith	Brazil
Maldives	dealsWith	France
Zimbabwe	dealsWith	Botswana
Liberia	dealsWith	Spain
Czech_Republic	dealsWith	Austria
New_Zealand	dealsWith	United_States
Nicaragua	hasNeighbor	Costa_Rica
France	hasNeighbor	Cabeça_do_Cachorro
Brazil	dealsWith	Netherlands
Croatia	hasNeighbor	Czechoslovakia
Nicaragua	dealsWith	Costa_Rica
Czech_Republic	dealsWith	United_Kingdom
United_Kingdom	dealsWith	Belgium
Democratic_Republic_of_the_Congo	hasNeighbor	Angola
Republic_of_the_Congo	dealsWith	Italy
Tanzania	hasNeighbor	Burundi
Central_African_Republic	dealsWith	Democratic_Republic_of_the_Congo
Mauritius	dealsWith	China
Azerbaijan	hasNeighbor	Turkey
New_Zealand	dealsWith	Singapore
United_Kingdom	dealsWith	China
Saudi_Arabia	participatedIn	South_Yemen
Ethiopia	dealsWith	China
Norway	dealsWith	Netherlands
Sierra_Leone	hasNeighbor	Liberia
Slovenia	dealsWith	Austria-Hungary
Zimbabwe	hasNeighbor	South_Africa
Nepal	dealsWith	Germany
Thailand	dealsWith	Malaysia
Togo	dealsWith	Burkina_Faso
Comoros	dealsWith	Pakistan
Switzerland	dealsWith	Holy_Roman_Empire
New_Zealand	dealsWith	Australia
Kazakhstan	dealsWith	Russia
Yemen	dealsWith	Kuwait
Brazil	dealsWith	Portugal
Mauritania	dealsWith	Japan
Burkina_Faso	dealsWith	Belgium
Benin	dealsWith	Niger
Greenland	dealsWith	Japan
Algeria	hasNeighbor	Tunisia
Afghanistan	hasNeighbor	Uzbekistan
Syria	hasNeighbor	Israel
Uruguay	dealsWith	Brazil
Israel	dealsWith	United_Kingdom
Libya	hasNeighbor	Sudan
Brazil	dealsWith	United_States
Paraguay	dealsWith	China
Portugal	dealsWith	Netherlands
Nepal	dealsWith	United_States
Comoros	dealsWith	India
Azerbaijan	dealsWith	Germany
Silesia	isLocatedIn	Poland
Ukraine	hasNeighbor	Poland
Libya	dealsWith	Spain
Turkmenistan	dealsWith	Turkey
Kazakhstan	hasNeighbor	Kyrgyzstan
Bangladesh	dealsWith	China
Peru	hasNeighbor	Colombia
Azerbaijan	dealsWith	Russia
Guyana	dealsWith	United_Kingdom
Italy	hasNeighbor	Switzerland
Sri_Lanka	dealsWith	Germany
The_Bahamas	dealsWith	Ecuador
Estonia	dealsWith	Poland
Burkina_Faso	dealsWith	Ivory_Coast
Scotland	dealsWith	Germany
Rwanda	dealsWith	China
Malawi	hasNeighbor	Zambia
Qatar	dealsWith	United_Kingdom
Liechtenstein	isLocatedIn	Holy_Roman_Empire
Philippines	dealsWith	United_States
Scotland	dealsWith	France
United_States	participatedIn	South_Yemen
Niger	dealsWith	Japan
Guatemala	dealsWith	Honduras
Cameroon	hasNeighbor	Republic_of_the_Congo
Belgium	hasNeighbor	Collectivity_of_Saint_Martin
Cabeça_do_Cachorro	hasNeighbor	Bolivia
Montenegro	dealsWith	Croatia
Mongolia	hasNeighbor	Russia
Cambodia	dealsWith	Hong_Kong
Andorra	hasNeighbor	Collectivity_of_Saint_Martin
Estonia	dealsWith	Latvia
Ivory_Coast	hasNeighbor	Liberia
Iran	dealsWith	China
Duchy_of_Styria	isLocatedIn	German_Confederation
Libya	dealsWith	United_States
Guatemala	dealsWith	Nicaragua
Scotland	isLocatedIn	United_Kingdom
Estonia	dealsWith	Russia
Hungary	hasNeighbor	Slovakia
Malaysia	dealsWith	Hong_Kong
Argentina	hasNeighbor	Bolivia
Hungary	dealsWith	Italy
Tanzania	hasNeighbor	Rwanda
Liberia	dealsWith	United_States
Uzbekistan	dealsWith	China
Canada	dealsWith	South_Korea
Uzbekistan	dealsWith	Soviet_Union
Philippines	dealsWith	Malaysia
Laos	hasNeighbor	China
Mongolia	dealsWith	Japan
Papua_New_Guinea	dealsWith	Australia
Georgia_(country)	dealsWith	China
Moldova	dealsWith	Italy
Wales	isLocatedIn	United_Kingdom
Azerbaijan	dealsWith	Ukraine
Bulgaria	dealsWith	Germany
Collectivity_of_Saint_Martin	hasNeighbor	Belgium
Zambia	hasNeighbor	Tanzania
Slovenia	dealsWith	Russia
Barbados	dealsWith	United_States
Macau	dealsWith	Switzerland
Algeria	dealsWith	United_Kingdom
St._Gallen	isLocatedIn	Switzerland
Zimbabwe	hasNeighbor	Mozambique
Ethiopia	dealsWith	Belgium
Kyrgyzstan	dealsWith	United_Arab_Emirates
Afghanistan	dealsWith	Germany
China	dealsWith	Germany
Argentina	hasNeighbor	Cabeça_do_Cachorro
Tanzania	hasNeighbor	Uganda
Romania	dealsWith	Ottoman_Empire
Argentina	hasNeighbor	Chile
Namibia	hasNeighbor	South_Africa
Scotland	dealsWith	United_Kingdom
Turkey	hasNeighbor	Azerbaijan
Ukraine	hasNeighbor	Hungary
Honduras	hasNeighbor	El_Salvador
Togo	dealsWith	Benin
Mongolia	hasNeighbor	China
Moldavia	isLocatedIn	Ukraine
Laos	dealsWith	Thailand
Singapore	dealsWith	Indonesia
Guyana	hasNeighbor	Suriname
Iceland	dealsWith	China
Mauritania	dealsWith	Brazil
Libya	dealsWith	Germany
Colombia	dealsWith	Brazil
Armenia	dealsWith	Canada
Georgia_(country)	dealsWith	Ukraine
China	hasNeighbor	Laos
Qatar	dealsWith	United_States
Thailand	dealsWith	Singapore
Serbia	hasNeighbor	Montenegro
Tanzania	hasNeighbor	Mozambique
Kyrgyzstan	hasNeighbor	Kazakhstan
Latvia	hasNeighbor	Lithuania
Egypt	dealsWith	Germany
Vichy_France	isLocatedIn	Nazi_Germany
Macau	isLocatedIn	China
Australia	dealsWith	Japan
United_Kingdom	dealsWith	Germany
Peru	dealsWith	Brazil
Guinea-Bissau	dealsWith	Cuba
Iran	hasNeighbor	Azerbaijan
Niger	hasNeighbor	Burkina_Faso
Afghanistan	hasNeighbor	Iran
Greenland	dealsWith	Netherlands
China	hasNeighbor	Pakistan
Serbia	dealsWith	Hungary
Suriname	dealsWith	Japan
Armenia	dealsWith	Turkey
Mali	hasNeighbor	Niger
Germany	dealsWith	China
Ivory_Coast	dealsWith	Brazil
Kingdom_of_Württemberg	isLocatedIn	Confederation_of_the_Rhine
Botswana	dealsWith	Zimbabwe
Canada	dealsWith	Israel
Guinea-Bissau	dealsWith	India
Norway	dealsWith	China
Chile	dealsWith	Argentina
Norway	dealsWith	United_States
Bohemia	isLocatedIn	Holy_Roman_Empire
Austria	dealsWith	United_States
Norway	dealsWith	France
El_Salvador	dealsWith	Colombia
Hungary	dealsWith	United_Kingdom
Bolivia	hasNeighbor	Chile
Burkina_Faso	hasNeighbor	Togo
Tajikistan	hasNeighbor	China
United_Arab_Emirates	dealsWith	Japan
Japan	dealsWith	Australia
Cabeça_do_Cachorro	isLocatedIn	Brazil
Saudi_Arabia	hasNeighbor	Iraq
Uzbekistan	dealsWith	Germany
Ukraine	hasNeighbor	Romania
Jordan	hasNeighbor	Iraq
Kosovo	dealsWith	Republic_of_Macedonia
County_of_Flanders	isLocatedIn	Holy_Roman_Empire
Andorra	hasNeighbor	Spain
Mozambique	hasNeighbor	Zimbabwe
Democratic_Republic_of_the_Congo	hasNeighbor	Republic_of_the_Congo
Portugal	hasNeighbor	Spain
Israel	dealsWith	Switzerland
United_States	hasNeighbor	Canada
Republic_of_Ireland	dealsWith	Germany
Afghanistan	dealsWith	Russia
Finland	dealsWith	Norway
Germany	dealsWith	France
Cambodia	hasNeighbor	Vietnam
Oman	dealsWith	United_States
Uzbekistan	hasNeighbor	Turkmenistan
Chile	dealsWith	South_Korea
Nigeria	hasNeighbor	Cameroon
Botswana	hasNeighbor	Zimbabwe
Morocco	dealsWith	Spain
Central_African_Republic	dealsWith	Belgium
Liberia	dealsWith	France
Finland	dealsWith	Russia
Zambia	dealsWith	Democratic_Republic_of_the_Congo
South_Africa	hasNeighbor	Zimbabwe
Tanzania	hasNeighbor	Zambia
China	hasNeighbor	Kyrgyzstan
Sri_Lanka	dealsWith	United_States
Egypt	hasNeighbor	Israel
The_Bahamas	dealsWith	Canada
Kyrgyzstan	dealsWith	Kazakhstan
Kenya	hasNeighbor	Ethiopia
Ukraine	dealsWith	Poland
Saudi_Arabia	hasNeighbor	Oman
Morocco	dealsWith	United_States
Kazakhstan	dealsWith	Germany
Greece	dealsWith	Ottoman_Empire
Malaysia	dealsWith	Australia
Yemen	dealsWith	China
Mongolia	dealsWith	Russia
Suriname	dealsWith	United_States
Republic_of_Macedonia	dealsWith	Italy
Moldova	dealsWith	China
Kingdom_of_the_Netherlands	hasNeighbor	Collectivity_of_Saint_Martin
Rwanda	dealsWith	Belgium
Thailand	hasNeighbor	Laos
Iraq	dealsWith	United_States
Armenia	dealsWith	Soviet_Union
Madagascar	dealsWith	South_Africa
United_States	dealsWith	Japan
Eritrea	dealsWith	South_Korea
Kazakhstan	hasNeighbor	Russia
Turkey	dealsWith	China
Nigeria	dealsWith	Brazil
South_Korea	dealsWith	China
Poland	hasNeighbor	Russia
Czech_Republic	dealsWith	Poland
Cuba	dealsWith	China
India	dealsWith	Saudi_Arabia
Nigeria	dealsWith	Netherlands
Australia	dealsWith	India
Armenia	dealsWith	Iran
Dominican_Republic	dealsWith	Haiti
Mozambique	dealsWith	India
Belgium	dealsWith	United_States
The_Bahamas	dealsWith	United_States
Morocco	dealsWith	Italy
Angola	hasNeighbor	Zambia
Libya	dealsWith	United_Kingdom
Niger	dealsWith	United_Kingdom
Kenya	hasNeighbor	Uganda
Slovakia	dealsWith	Austria
Philippines	dealsWith	South_Korea
Mozambique	dealsWith	Portugal
Gabon	dealsWith	Spain
Germany	hasNeighbor	Switzerland
Costa_Rica	dealsWith	China
Belize	hasNeighbor	Guatemala
Luxembourg	hasNeighbor	Belgium
Peru	dealsWith	Bolivia
Suriname	dealsWith	France
Eritrea	dealsWith	China
Cambodia	dealsWith	Thailand
Strasbourg	isLocatedIn	France
Colombia	hasNeighbor	Venezuela
Yemen	hasNeighbor	Oman
Nigeria	dealsWith	Japan
Sri_Lanka	dealsWith	Belgium
Oman	hasNeighbor	United_Arab_Emirates
Kingdom_of_Great_Britain	isLocatedIn	United_Kingdom
Czechoslovakia	hasNeighbor	Romania
Sierra_Leone	dealsWith	United_Kingdom
Liechtenstein	hasNeighbor	Switzerland
Algeria	hasNeighbor	Mali
Egypt	dealsWith	China
Equatorial_Guinea	dealsWith	United_States
Pakistan	dealsWith	United_Arab_Emirates
Albania	dealsWith	Spain
Thailand	dealsWith	Indonesia
Mali	dealsWith	France
Iran	hasNeighbor	Iraq
Democratic_Republic_of_the_Congo	dealsWith	Kenya
Haiti	dealsWith	France
Albania	dealsWith	Italy
Cameroon	dealsWith	India
Uzbekistan	hasNeighbor	Tajikistan
Croatia	dealsWith	Austria
Nepal	hasNeighbor	China
Egypt	dealsWith	Saudi_Arabia
Iceland	dealsWith	United_Kingdom
Moldova	hasNeighbor	Ukraine
Paraguay	hasNeighbor	Bolivia
Malaysia	dealsWith	Thailand
Croatia	dealsWith	Russia
Serbia	dealsWith	China
Paraguay	dealsWith	Spain
Turkmenistan	hasNeighbor	Uzbekistan
Latvia	hasNeighbor	Belarus
Djibouti	dealsWith	Egypt
Mauritania	hasNeighbor	Senegal
Democratic_Republic_of_the_Congo	dealsWith	Zambia
Saudi_Arabia	hasNeighbor	Qatar
Kuwait	dealsWith	Germany
Russia	hasNeighbor	Lithuania
Madagascar	dealsWith	Canada
Lithuania	dealsWith	Germany
United_States	dealsWith	China
Oman	dealsWith	United_Arab_Emirates
Luxembourg	hasNeighbor	Germany
Turkmenistan	dealsWith	Germany
Malaysia	dealsWith	Indonesia
Mongolia	dealsWith	Canada
Tanzania	hasNeighbor	Democratic_Republic_of_the_Congo
Ghana	hasNeighbor	Togo
Eritrea	hasNeighbor	Sudan
Netherlands	dealsWith	Russia
South_Sudan	dealsWith	Sudan
Madagascar	dealsWith	Bahrain
Liberia	dealsWith	Japan
Jamaica	dealsWith	Slovenia
Haiti	dealsWith	China
Electorate_of_Bavaria	isLocatedIn	Holy_Roman_Empire
Hungary	dealsWith	Netherlands
Tunisia	hasNeighbor	Algeria
Sudan	hasNeighbor	Ethiopia
Zambia	dealsWith	United_Arab_Emirates
Burundi	dealsWith	Germany
Hong_Kong	dealsWith	Japan
Djibouti	hasNeighbor	Eritrea
Collectivity_of_Saint_Martin	hasNeighbor	Kingdom_of_the_Netherlands
Slovenia	dealsWith	Austria
Democratic_Republic_of_the_Congo	hasNeighbor	Burundi
Chile	dealsWith	China
Republic_of_Macedonia	dealsWith	Germany
Democratic_Republic_of_the_Congo	hasNeighbor	Zambia
Bulgaria	dealsWith	Greece
Cabeça_do_Cachorro	hasNeighbor	Venezuela
Bangladesh	dealsWith	Pakistan
Republic_of_Ireland	dealsWith	Switzerland
Bolivia	dealsWith	Brazil
Slovenia	dealsWith	Croatia
Saudi_Arabia	hasNeighbor	Kuwait
Cambodia	dealsWith	Singapore
Qatar	dealsWith	Singapore
Democratic_Republic_of_the_Congo	dealsWith	Zimbabwe
Vietnam	dealsWith	South_Korea
Republic_of_Macedonia	dealsWith	China
Jordan	participatedIn	South_Yemen
Cabeça_do_Cachorro	hasNeighbor	Paraguay
Portugal	dealsWith	Angola
South_Africa	dealsWith	Japan
Netherlands	dealsWith	United_States
Austrian_Empire	isLocatedIn	German_Confederation
Kuwait	dealsWith	China
Papua_New_Guinea	dealsWith	United_States
Mozambique	hasNeighbor	South_Africa
Turkmenistan	dealsWith	Italy
Jamaica	dealsWith	Russia
Gabon	dealsWith	India
Hong_Kong	dealsWith	Taiwan
Wales	dealsWith	France
Malta	dealsWith	Italy
Jordan	dealsWith	India
Jordan	dealsWith	Indonesia
Belize	dealsWith	United_States
Egypt	dealsWith	Turkey
Mauritania	hasNeighbor	Mali
South_Africa	dealsWith	India
Puerto_Rico	dealsWith	United_Kingdom
Israel	hasNeighbor	Egypt
Canada	dealsWith	Germany
Hungary	dealsWith	China
Qatar	dealsWith	South_Korea
Lithuania	dealsWith	Latvia
Finland	dealsWith	Netherlands
Germany	dealsWith	Belgium
Bohemia	isLocatedIn	Czech_Republic
Guyana	hasNeighbor	Venezuela
Laos	dealsWith	China
Chile	dealsWith	Brazil
Israel	hasNeighbor	Syria
The_Bahamas	dealsWith	Guatemala
Zambia	hasNeighbor	Zimbabwe
Venezuela	dealsWith	India
Guatemala	dealsWith	El_Salvador
Uzbekistan	dealsWith	South_Korea
Burundi	dealsWith	Rwanda
Niger	hasNeighbor	Algeria
Ethiopia	hasNeighbor	Kenya
Nigeria	dealsWith	China
Belize	dealsWith	Guatemala
Kuwait	hasNeighbor	Saudi_Arabia
Somalia	dealsWith	Pakistan
Confederate_States_of_America	isLocatedIn	United_States
Uzbekistan	dealsWith	Bangladesh
Tanzania	dealsWith	United_Arab_Emirates
Slovakia	dealsWith	Italy
Kingdom_of_Saxony	isLocatedIn	German_Confederation
Greenland	dealsWith	China
Norway	dealsWith	Denmark
Haiti	hasNeighbor	Dominican_Republic
Lithuania	hasNeighbor	Poland
Malta	dealsWith	Libya
Eritrea	dealsWith	Germany
Czech_Republic	hasNeighbor	Slovakia
Indonesia	dealsWith	Singapore
Equatorial_Guinea	dealsWith	Netherlands
Sudan	hasNeighbor	Libya
Belarus	hasNeighbor	Russia
Latvia	dealsWith	Italy
Republic_of_Ireland	dealsWith	Belgium
Bulgaria	dealsWith	Spain
Barbados	dealsWith	Colombia
Tajikistan	hasNeighbor	Kyrgyzstan
Democratic_Republic_of_the_Congo	hasNeighbor	Rwanda
Azerbaijan	hasNeighbor	Russia
Libya	dealsWith	South_Korea
Mauritius	dealsWith	United_Kingdom
Portugal	dealsWith	Italy
Georgia_(country)	hasNeighbor	Armenia
Equatorial_Guinea	dealsWith	Japan
Turkey	dealsWith	Germany
Liechtenstein	dealsWith	Holy_Roman_Empire
Latvia	dealsWith	Poland
Suriname	dealsWith	Canada
Mauritius	dealsWith	France
Netherlands	dealsWith	China
Iraq	hasNeighbor	Kuwait
Madagascar	dealsWith	Mauritius
China	hasNeighbor	North_Korea
Argentina	hasNeighbor	Uruguay
Cambodia	dealsWith	France
Algeria	dealsWith	Spain
Suriname	dealsWith	China
Slovakia	hasNeighbor	Ukraine
Saudi_Arabia	dealsWith	Japan
Australia	dealsWith	China
Rwanda	dealsWith	Malaysia
Iran	dealsWith	India
Philippines	dealsWith	China
Kuwait	dealsWith	Singapore
Dominican_Republic	dealsWith	China
Belgium	dealsWith	Netherlands
Tanzania	dealsWith	China
Germany	dealsWith	Austria
Lithuania	dealsWith	Poland
Jamaica	dealsWith	United_States
India	hasNeighbor	Nepal
Panama	dealsWith	Spain
